,Adword,Text,Score
3693,Cats,and what about human or feline you're going to fry kit,0.4028
3694,Cats,  laughs  i think mine would be puppies,0.4022
3695,Cats, what uh what is that  i kind of learned how to do a cat walk,0.3999
3696,Cats,runt i lost my kitten,0.3989
3697,Cats, hug those animals for me,0.3983
3698,Cats,huh you treat them like humans,0.3946
3699,Cats,attacked by a kitten claws sign,0.3927
3700,Dogs,cats or dogs dogs,0.7400
3701,Dogs,any animals  two dogs,0.6242
3702,Dogs,dogs whining you know you screwed me last time you let all the dogs go,0.5931
3703,Dogs, what are their names dogs barking oh sh,0.5907
3704,Dogs,they win a lot of dog shows,0.5397
3705,Dogs, get those dogs unloaded,0.5394
3706,Dogs, barking  absolutely,0.5014
3707,Dogs, hug those animals for me,0.4901
3708,Dogs, and you have how many dogs do you have  two dogs,0.4865
3709,Dogs, jesus christ absolute animals,0.4841
3710,Dogs,they're like junkyard dogs,0.4821
3711,Dogs,you know we should at least do it for the dogs,0.4812
3712,Dogs, what post are you working on  it's national dog day today so i'm trying to put up a slide of dogs with loverboy,0.4770
3713,Dogs,dogs barking sylvie hi,0.4732
3714,Dogs,dog barking barking barking barking,0.4698
3715,Dogs,don'’t love dogs anyway,0.4628
3716,Dogs,  for a dogooder,0.4625
3717,Dogs, wrong dogs aren't your friends they aren't your children they aren't your sweethearts,0.4608
3718,Dogs, the dog not the band,0.4577
3719,Dogs,oh what personality would that be dogs,0.4574
3720,Dogs,dogs whimpering kendall: there's a window,0.4543
3721,Dogs, we have a mama dog and her six puppies,0.4512
3722,Dogs,  laughs  i think mine would be puppies,0.4505
3723,Dogs,couldn't let sleeping dogs lie,0.4468
3724,Dogs,it's not just a dog problem anymore,0.4443
3725,Dogs, if you dogs don't outlive me i will be amazed,0.4442
3726,Dogs,both animals were smiling,0.4436
3727,Dogs,fredrik: i walk the grounds and the dogs run freely,0.4343
3728,Dogs, you really love animals,0.4340
3729,Dogs,whimsical music people that think it's weird that i dress up my dogs honestly i know mousey and fritzy,0.4300
3730,Dogs,  our colleagues,0.4283
3731,Dogs, no my dogs are english,0.4281
3732,Dogs,my building doesn't allow dogs,0.4268
3733,Dogs,click click what is that dog training clicker,0.4249
3734,Dogs,  growls  excuse me,0.4241
3735,Dogs,dog whines hey hey don't you even think about it,0.4237
3736,Dogs," all right what is this ""fire safety dog competition"" we should enter tuesday  whimpers curiously  oh no i'm not sure  oh she can win this thing",0.4228
3737,Dogs, smarter than dogs right  still gross,0.4221
3738,Dogs,next time we're going to bring a dog with us,0.4215
3739,Dogs,laughter i'm basically a dog,0.4207
3740,Dogs,barks this is going to drive me nuts,0.4205
3741,Dogs,even paying relocation for the pugs,0.4205
3742,Dogs, what animal is this  groans   beats me,0.4188
3743,Dogs, what animal is this  groans   beats me,0.4188
3744,Dogs,"""bark avenue"" that's a kennel",0.4185
3745,Dogs,dog barking  oh hey somebody brought a dog to work,0.4154
3746,Dogs, i have a little dog,0.4152
3747,Dogs, yeah for the dog,0.4141
3748,Dogs,"you know the ""dog bible"" says that they should be high value",0.4087
3749,Dogs, you're gonna see a lot of animals today,0.4084
3750,Large Animals,largeanimal  i thought you were a  chuckles well sometimes the animal's large sometimes there's just a large number of them,0.5958
3751,Large Animals,  very large ones,0.5690
3752,Large Animals,any animals  two dogs,0.5666
3753,Large Animals, you're gonna see a lot of animals today,0.5393
3754,Large Animals, you're gonna see a lot of animals today,0.5393
3755,Large Animals,these fish are so big,0.5223
3756,Large Animals, the size of these guys,0.5067
3757,Large Animals, i'm not really a large animal person,0.5051
3758,Large Animals, look at these big trees,0.4963
3759,Large Animals,they're so big they're literally everywhere,0.4907
3760,Large Animals, big huge knives lots of meat,0.4825
3761,Large Animals, hug those animals for me,0.4781
3762,Large Animals,animals will run wild,0.4749
3763,Large Animals, everything is huge,0.4738
3764,Large Animals,the houses are big,0.4735
3765,Large Animals,some things are bigger,0.4720
3766,Large Animals, what animal is this  groans   beats me,0.4663
3767,Large Animals,  my big old lion,0.4615
3768,Large Animals, bison and catfish,0.4596
3769,Large Animals,alligators and dingo babies,0.4518
3770,Large Animals,like  this is huge,0.4471
3771,Large Animals, jesus christ absolute animals,0.4429
3772,Large Animals, whole big thing,0.4390
3773,Large Animals, the white whale,0.4348
3774,Large Animals,"um the last word is ""seagulls",0.4345
3775,Large Animals,""" like the you know animals ree ree",0.4344
3776,Large Animals, big cattle ranch,0.4287
3777,Large Animals, what are their names dogs barking oh sh,0.4263
3778,Large Animals,i'm trying to think big,0.4261
3779,Large Animals, that's huge  huge,0.4250
3780,Large Animals, we just had a whole you know 1000pound cow and david and brandon are doing tartares,0.4242
3781,Large Animals, that's very big,0.4228
3782,Large Animals,cats or dogs dogs,0.4202
3783,Large Animals, the bigger ones are gonna be up here,0.4174
3784,Large Animals,isn't that thing huge 's enormous,0.4159
3785,Large Animals, a triceratops is that how you say it  triceratops,0.4132
3786,Large Animals,big high ceilings,0.4132
3787,Large Animals,so this is a big big house,0.4126
3788,Large Animals,part of something big,0.4122
3789,Large Animals,""" remarkable animal",0.4097
3790,Large Animals,mohinder the earth is large,0.4084
3791,Large Animals, get those dogs unloaded,0.4082
3792,Large Animals,you gotta go big,0.4082
3793,Large Animals, we got big things in store,0.4080
3794,Large Animals,a lot of bumblebees around,0.4049
3795,Large Animals, oh wow he's big,0.4044
3796,Large Animals,they win a lot of dog shows,0.4031
3797,Large Animals,to date we have over 150 donkeys on property,0.4011
3798,Large Animals, big kahuna they want to meet with us,0.4006
3799,Large Animals,that's an awfully small bag for awfully large prey,0.3977
3800,Reptiles,a rock solid lizard,0.6126
3801,Reptiles,"""  or ""leaping lizards",0.5883
3802,Reptiles,alligators and dingo babies,0.5693
3803,Reptiles,have you heard of the reptilians what's the reptilians the lizard people that live under the earth,0.5667
3804,Reptiles,there's the dinos,0.5442
3805,Reptiles, a triceratops is that how you say it  triceratops,0.5391
3806,Reptiles,lizards huh tell me you didn't just time that so i'd walk right past you,0.5219
3807,Reptiles, what it's me the lizard,0.5004
3808,Reptiles,like the mongoose and the cobra,0.4975
3809,Reptiles, laughs  yeah  let's go look up snakes,0.4937
3810,Reptiles, what animal is this  groans   beats me,0.4802
3811,Reptiles, what animal is this  groans   beats me,0.4802
3812,Reptiles, what else is creepy  snakes,0.4788
3813,Reptiles,snakes hissing  oh no,0.4780
3814,Reptiles,  some red cockles,0.4766
3815,Reptiles,"um the last word is ""seagulls",0.4688
3816,Reptiles, bison and catfish,0.4678
3817,Reptiles,sea turtles die on the same exact beach where they were born lions slaughter gazelles spiders eat their young,0.4653
3818,Reptiles,there's coral there's sea urchins,0.4619
3819,Reptiles, what they eat  i don't know,0.4570
3820,Reptiles,they're spiny little bastards on the ocean floor,0.4556
3821,Reptiles,they look like a lobster,0.4520
3822,Reptiles, what is this print  it's a snake,0.4512
3823,Reptiles, what is this print  it's a snake,0.4512
3824,Reptiles,they swim in the ocean and they terrorize the whole community,0.4508
3825,Reptiles, cooter this is a puffy frog with googly eyes,0.4487
3826,Reptiles, fat little sea slug,0.4435
3827,Reptiles,see i don't like snakes,0.4421
3828,Reptiles, the whatwhat's gone  the northern leopard frog,0.4401
3829,Reptiles,thanks to millions of years of combined mutation lizards are capable of cellular regeneration,0.4338
3830,Reptiles, jesus christ absolute animals,0.4323
3831,Reptiles,they live in their own feces,0.4247
3832,Reptiles, mythical they're totally real,0.4154
3833,Reptiles,my son gave me this little rubber lizard,0.4152
3834,Reptiles,""" like the you know animals ree ree",0.4143
3835,Reptiles,and some of them are even human,0.4116
3836,Reptiles,tracy do not mention where you think dinosaurs come from,0.4114
3837,Reptiles,and what beautiful necks they are,0.4081
3838,Reptiles, that'd be the shiras,0.4081
3839,Reptiles,  oh we have cockroaches,0.4078
3840,Reptiles, the kind that climbs skyscrapers and destroys cities,0.4048
3841,Reptiles,says here he's just a lowlevel reptile demon,0.4045
3842,Reptiles,fire eater a snake charmer,0.4031
3843,Reptiles," stop it i'm so excited i was like ""if there's an animal in there what kind"" chuckles okay",0.4010
3844,Reptiles,if this is regarding an anaconda in a crawl space press 1,0.4006
3845,Reptiles,it's a teenytiny lizard it's not gonna hurt you,0.3970
3846,Reptiles, laughter  any other animals oh yeah i've got one more that i'd like to show you,0.3960
3847,Reptiles,bones coral you are in,0.3948
3848,Reptiles, what happens  i'm gonna add like the pleatings just like what we talked about thethe reptile  oh you're gonna cover up the front  just right here,0.3946
3849,Reptiles,women hiss ba snake thing's great,0.3918
3850,Apartments, looking at apartments,0.7602
3851,Apartments,fancy loft apartments,0.7213
3852,Apartments,  three bedrooms,0.6965
3853,Apartments,they like the apartment,0.6656
3854,Apartments,gasps apartment 16b,0.6314
3855,Apartments,he combined three different apartments into one unit,0.6310
