,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
4192,4192,Space and Astronomy,  potentially a really awesome space,0.3412,36,,,Science
4193,4193,Space and Astronomy,you're not going to send me back to the space needle with binoculars and a walkietalkie again are you well there's no time for that,0.3412,131,,,Science
4194,4194,Space and Astronomy,it's justit's not in the stars jim,0.341,34,,,Science
4195,4195,Space and Astronomy, where are we going  the earth is increasing in frequency,0.3368,57,,,Science
4196,4196,Space and Astronomy, those are ho hos not space capsules,0.3368,36,,,Science
4197,4197,Space and Astronomy,spaceman sighs well tracy ii don't know how to say this,0.3357,55,,,Science
4198,4198,Space and Astronomy, so you can move the earth  something like that,0.3355,47,,,Science
4199,4199,Space and Astronomy, there's eyes in the sky,0.3347,24,,,Science
4200,4200,Flower Shopping, flower delivery,0.7204,16,,,Shopping
4201,4201,Flower Shopping,  is it flowers  yeah,0.6742,21,,,Shopping
4202,4202,Flower Shopping, we can get you other flowers,0.6346,29,,,Shopping
4203,4203,Flower Shopping,  who needs a florist  perfect,0.6151,30,,,Shopping
4204,4204,Flower Shopping,jonathan call the florist and order a dozenno,0.6043,45,,,Shopping
4205,4205,Flower Shopping,oh right flower guy,0.5981,19,,,Shopping
4206,4206,Flower Shopping,gasping hey where'd these come from flower store two blocks from here,0.5776,69,,,Shopping
4207,4207,Flower Shopping,of theof the flower,0.5725,19,,,Shopping
4208,4208,Flower Shopping, so how was being at the flower mart again  it was nice,0.5654,55,,,Shopping
4209,4209,Flower Shopping, where stupid since there's so many stupid  inbe at a flower shop,0.5634,65,,,Shopping
4210,4210,Flower Shopping, we are trying to represent woman as a flower,0.5622,45,,,Shopping
4211,4211,Flower Shopping, do i wanna deliver these flowers absolutely not,0.5541,48,,,Shopping
4212,4212,Flower Shopping,doorbell rings ah that must be the flowers,0.5505,42,,,Shopping
4213,4213,Flower Shopping,  these are birthday flowers,0.5476,28,,,Shopping
4214,4214,Flower Shopping,the flowers were all waiting on the doorstep when i returned,0.5414,60,,,Shopping
4215,4215,Flower Shopping,everybody go to the same kroger to get flowers  can you not  i'm just saying,0.5402,76,,,Shopping
4216,4216,Flower Shopping,i'm making flower petals,0.536,24,,,Shopping
4217,4217,Flower Shopping,that's not how i do my flowers,0.5341,30,,,Shopping
4218,4218,Flower Shopping,i'â€™ve never been happier to see real flowers in my life,0.5322,55,,,Shopping
4219,4219,Flower Shopping, ooh i get a flower too,0.5318,23,,,Shopping
4220,4220,Flower Shopping,now if you will excuse me i must speak to the sexton about the flowers,0.5315,70,,,Shopping
4221,4221,Flower Shopping, i'm thinking like maybe i can do like a beautiful big flower here,0.5249,66,,,Shopping
4222,4222,Flower Shopping,a couple of days later i i'd buy my wife flowers and they'd wilt,0.523,64,,,Shopping
4223,4223,Flower Shopping, oh the flowers are still so pretty,0.5196,35,,,Shopping
4224,4224,Flower Shopping, what are you doing  um i'm trying to make these flowers for the party and i got you an outfit,0.517,94,,,Shopping
4225,4225,Flower Shopping,sighs flowers and bows and,0.5127,26,,,Shopping
4226,4226,Flower Shopping,you are going to take a great interest in little marigold my lady,0.5108,65,,,Shopping
4227,4227,Flower Shopping,do you guys sell flowers truck beeping in the distance  jesus,0.5064,61,,,Shopping
4228,4228,Flower Shopping, a lot  flower and flower and flower and flower and flower,0.5023,58,,,Shopping
4229,4229,Flower Shopping,thanks for the flowers,0.4996,22,,,Shopping
4230,4230,Flower Shopping,thanks for the flowers,0.4996,22,,,Shopping
4231,4231,Flower Shopping, i think let's go with a theme which was the flower,0.4995,51,,,Shopping
4232,4232,Flower Shopping, did you really get me flowers  yeah,0.4982,36,,,Shopping
4233,4233,Flower Shopping,open on the covent garden flower market the year1892 terrible cockney accent flowers flowers for sale  get out of here applause  did he remember your birthday oh come on end chords  15 seconds,0.4967,192,,,Shopping
4234,4234,Flower Shopping, what are you guys making  oh just playing with various flower combinations,0.4943,75,,,Shopping
4235,4235,Flower Shopping, so i'll meet you at the flower market in an hour  chuckling  i'm excited too jessica,0.4933,85,,,Shopping
4236,4236,Flower Shopping,i want a gardenia scent,0.4902,23,,,Shopping
4237,4237,Flower Shopping,donna went shopping,0.4806,19,,,Shopping
4238,4238,Flower Shopping, you going leaf shopping right now  laughs   leaf shopping baby,0.4795,63,,,Shopping
4239,4239,Flower Shopping, and i'm not even a flower girl and i would definitely wear those,0.4747,65,,,Shopping
4240,4240,Flower Shopping,making flowers out of tomatoes who's got time to do that unfortunately i do,0.4745,75,,,Shopping
4241,4241,Flower Shopping,and you needi get it like you don't do the flowers and that's fine but you don't have,0.4707,85,,,Shopping
4242,4242,Flower Shopping,i just want every opportunity for little marigold,0.47,49,,,Shopping
4243,4243,Flower Shopping,all your flowers are edible and the gold too,0.4686,44,,,Shopping
4244,4244,Flower Shopping, and the flower's someone who needs a little more attention in order to flourish or bloom,0.4682,89,,,Shopping
4245,4245,Flower Shopping,i mean we just signed off on our wedding flowers,0.4673,48,,,Shopping
4246,4246,Flower Shopping,we're gonna go shopping in the market,0.467,37,,,Shopping
4247,4247,Flower Shopping,i don't have to go wedding dress shopping,0.466,41,,,Shopping
4248,4248,Flower Shopping, they're just women who think they'll literally shopping,0.4632,56,,,Shopping
4249,4249,Flower Shopping, the dresses ladies,0.4611,19,,,Shopping
4250,4250,Grocery Shopping, at your grocery store  excuse me why do you say it like that it is literally a grocery store and you know me and your auntie beth are working on something,0.5893,155,,,Shopping
4251,4251,Grocery Shopping, literally i grocery shop at the dollar store,0.5785,45,,,Shopping
4252,4252,Grocery Shopping, frozen food aisle,0.5728,18,,,Shopping
4253,4253,Grocery Shopping, a quick stop at my mom's,0.5561,25,,,Shopping
4254,4254,Grocery Shopping, how old are you  how old are you  where are you going  to get groceries,0.5527,72,,,Shopping
4255,4255,Grocery Shopping,at home my mom does all the shopping,0.5504,36,,,Shopping
4256,4256,Grocery Shopping,the office and replanting garden and sorting my socks you know,0.5455,62,,,Shopping
4257,4257,Grocery Shopping,putting away your clothes,0.5444,25,,,Shopping
4258,4258,Grocery Shopping, doing what  not going to the movies,0.5354,36,,,Shopping
4259,4259,Grocery Shopping, anything in the store,0.5282,22,,,Shopping
4260,4260,Grocery Shopping,shoppers be shoppin',0.5192,20,,,Shopping
4261,4261,Grocery Shopping,stuff in the fridge,0.5102,19,,,Shopping
4262,4262,Grocery Shopping,what  these aren't groceries,0.5099,28,,,Shopping
4263,4263,Grocery Shopping,what are you in here for shoplifting,0.5052,36,,,Shopping
4264,4264,Grocery Shopping, your food from whatever grocery store you waste your money at,0.5051,62,,,Shopping
4265,4265,Grocery Shopping,donna went shopping,0.5011,19,,,Shopping
4266,4266,Grocery Shopping, bartending  oh my gosh,0.4981,23,,,Shopping
4267,4267,Grocery Shopping, mom dad mom's at the store,0.4963,27,,,Shopping
4268,4268,Grocery Shopping,i was shopping for dad's present,0.495,32,,,Shopping
4269,4269,Grocery Shopping,streetsmart i'm pretty good at,0.4949,30,,,Shopping
4270,4270,Grocery Shopping,  of all the supermarkets in all the towns in all the world,0.4942,59,,,Shopping
4271,4271,Grocery Shopping, delicious meals,0.4928,16,,,Shopping
4272,4272,Grocery Shopping, quick little errand,0.4927,20,,,Shopping
4273,4273,Grocery Shopping, so you guys are actually going shopping right now,0.4909,50,,,Shopping
4274,4274,Grocery Shopping, we're going to costco,0.489,22,,,Shopping
4275,4275,Grocery Shopping, where would a stranger hide in this place  where are you going  we must get to that grocery dealer right away,0.4874,110,,,Shopping
4276,4276,Grocery Shopping,we're gonna go shopping in the market,0.4847,37,,,Shopping
4277,4277,Grocery Shopping,i mean it's the last place you look to go get groceries,0.4822,55,,,Shopping
4278,4278,Grocery Shopping, i go to safeway,0.4805,16,,,Shopping
4279,4279,Grocery Shopping,off one of those little carts,0.4788,29,,,Shopping
4280,4280,Grocery Shopping,what are you doing here  taking care of business,0.4784,48,,,Shopping
4281,4281,Grocery Shopping,you want fun you rob a grocery store,0.4756,36,,,Shopping
4282,4282,Grocery Shopping,behind the shelves oh my god,0.4751,28,,,Shopping
4283,4283,Grocery Shopping,  leaving the dishes,0.4748,20,,,Shopping
4284,4284,Grocery Shopping,i've got some shopping to do,0.4728,28,,,Shopping
4285,4285,Grocery Shopping,taking you out to dinner,0.4727,24,,,Shopping
4286,4286,Grocery Shopping, today we're going to shop with our sous chefs,0.47,46,,,Shopping
4287,4287,Grocery Shopping, and robbing a grocery store,0.4673,28,,,Shopping
4288,4288,Grocery Shopping,buying gifts all that stuff,0.4672,27,,,Shopping
4289,4289,Grocery Shopping, i got to run errands,0.4659,21,,,Shopping
4290,4290,Grocery Shopping,i robbed a grocery store,0.4652,24,,,Shopping
4291,4291,Grocery Shopping,i saw the farmer's market,0.4635,25,,,Shopping
4292,4292,Grocery Shopping,we'll just stop by the store and we'll get some groceries you know whatever you like to eat,0.4617,91,,,Shopping
4293,4293,Grocery Shopping,  highpitched  i haven't been shopping in so long   laughs   this is like about to make me cry 'cause this what me and my grandmother used to do,0.4612,144,,,Shopping
4294,4294,Grocery Shopping,like where is everyone  we're gettin' ready for dinner,0.4609,54,,,Shopping
4295,4295,Grocery Shopping,i will go to the supermarket,0.458,28,,,Shopping
4296,4296,Grocery Shopping, chuckles  what's going on  um homeless shelter youth home church pantry,0.4571,72,,,Shopping
4297,4297,Grocery Shopping, actually i didn't get a chance to pick up the groceries yet,0.4558,60,,,Shopping
4298,4298,Grocery Shopping, on the street after dark,0.4555,25,,,Shopping
4299,4299,Grocery Shopping, on the street after dark,0.4555,25,,,Shopping
4300,4300,Holiday Shopping, it's the holidays,0.6088,18,,,Shopping
4301,4301,Holiday Shopping,you know holidays,0.5975,17,,,Shopping
4302,4302,Holiday Shopping,buying gifts all that stuff,0.574,27,,,Shopping
4303,4303,Holiday Shopping, so you guys are actually going shopping right now,0.5547,50,,,Shopping
4304,4304,Holiday Shopping,shoppers be shoppin',0.5411,20,,,Shopping
4305,4305,Holiday Shopping,i bought some gifts,0.5392,19,,,Shopping
4306,4306,Holiday Shopping,like the holidays are really close,0.532,34,,,Shopping
4307,4307,Holiday Shopping,let's just get through the holiday,0.5284,34,,,Shopping
4308,4308,Holiday Shopping,enjoy your holiday,0.5077,18,,,Shopping
4309,4309,Holiday Shopping,i've got some shopping to do,0.5065,28,,,Shopping
4310,4310,Holiday Shopping,we're looking forward to an incredible holiday meal,0.5056,51,,,Shopping
4311,4311,Holiday Shopping, anything in the store,0.505,22,,,Shopping
4312,4312,Holiday Shopping,sighs  i hate shopping,0.502,22,,,Shopping
4313,4313,Holiday Shopping,i was shopping for dad's present,0.5017,32,,,Shopping
4314,4314,Holiday Shopping,santa's got gifts,0.5017,17,,,Shopping
4315,4315,Holiday Shopping, it's a holiday weekend,0.496,23,,,Shopping
4316,4316,Holiday Shopping,at home my mom does all the shopping,0.4929,36,,,Shopping
4317,4317,Holiday Shopping, i'm not a big christmas guy,0.4916,28,,,Shopping
4318,4318,Holiday Shopping,happy holidays guys,0.4874,19,,,Shopping
4319,4319,Holiday Shopping, what are you gonna buy  something special for you,0.4854,50,,,Shopping
4320,4320,Holiday Shopping,what about you looks like you've bought out the entire gift shop,0.4799,64,,,Shopping
4321,4321,Holiday Shopping,this family vacation,0.4793,20,,,Shopping
4322,4322,Holiday Shopping,christmas has gone off th look out there,0.4785,40,,,Shopping
4323,4323,Holiday Shopping,let's get gifts for everybody,0.4774,29,,,Shopping
4324,4324,Holiday Shopping," i'm like ""are we going shopping already""  yes we are",0.4769,53,,,Shopping
4325,4325,Holiday Shopping, thank you  guys let's all go shopping and get this started,0.4725,59,,,Shopping
4326,4326,Holiday Shopping,and then uh holidays,0.4712,20,,,Shopping
4327,4327,Holiday Shopping, they're just women who think they'll literally shopping,0.4657,56,,,Shopping
4328,4328,Holiday Shopping, well i can't think of a better way to spend the holiday,0.4654,56,,,Shopping
4329,4329,Holiday Shopping, today we're going to shop with our sous chefs,0.4649,46,,,Shopping
4330,4330,Holiday Shopping,laughing  i'm already not a big fan of christmas,0.4646,48,,,Shopping
4331,4331,Holiday Shopping, or any holidays nonholidays,0.4638,28,,,Shopping
4332,4332,Holiday Shopping, gasp yay for presents,0.4636,22,,,Shopping
